	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
"My life today 
#Kyiv #StopRussia https://t.co/oijAXcHmVA"	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
@ThalesDefence By working with russia you support killing of Ukrainian people. Stop financing murderers. #StopPutinNOW #BoycottRussia #StandWithUkraine	{'neg': 0.41, 'neu': 0.489, 'pos': 0.102, 'compound': -0.8481}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
Rishi Sunak now announcing what steps he’s taking to undo the economic damage caused by the policies of Rishi Sunak.	{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.4939}
"⚡️ Poll: 90% of Ukrainians believe Russia must pay for country's reconstruction after war.

According to the recent poll conducted by the Rating Group, a fifth of Ukrainians add that European countries &amp; international organizations also must pay for rebuilding Ukraine’s economy."	{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.6908}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
@BorisJohnson Russia is a Nazi country. Russian soldiers make  #WarCrimes to Ukrainians for the new Gitler - Putin. It's real #GenocideOfUkrainians. Save us! #ClosetheSkyoverUkraine	{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.5411}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
"@PeterTrapino @koh_kb @dieterjamesguy @Steve_Laws_ The best “guidance” i could find was “find the one with the outside building where he walked back and forth” which is literally half of them. 

You’d think if it were that transparent it would be readily found. But it’s not. Because it literally doesn’t exist."	{'neg': 0.0, 'neu': 0.95, 'pos': 0.05, 'compound': 0.3818}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
Want to help millions of Ukrainian refugees? Help our homeland to win this war: provide us with much more advanced air &amp; missile defence systems, drones, jet, other military equipment. Ukrainians belong at home twitter.com/MaximEristavi/…	{'neg': 0.099, 'neu': 0.598, 'pos': 0.303, 'compound': 0.7627}
"@JohnWight1 People @JohnWight1 blame a Jewish man, half his family was killed in WW2 - to be a neo Nazi.

@JohnWight1 is the ultimate Nazi."	{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.7845}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
"#UkraineRussiaWar #UkraineFightsForFreedom #russiasWarCrimeInUkraine
Find more details about russia's war with the whole World on #DefenseExpress in English
en.defence-ua.com/news/day_28th_… https://t.co/l3uBBFowcD"	{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.5994}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
@RepMarkGreen Are you sure that Russia will stop in Ukraine? And what will you do if Putin attacks Poland, Slovakia, Romania? Also say that you do not want war? So help Ukraine now, do not be afraid of Putin!#SafeAirliftUkraine #ProtectUASky #GenocideOfUkrainians @IPUparliament #ipu144 https://t.co/2tfq2YLB75	{'neg': 0.118, 'neu': 0.709, 'pos': 0.173, 'compound': 0.6058}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
@DWMF54 @KKhattakk @georgegalloway They are the looters, right	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
"⚠️✍🏻 A petition for blocking trucks supplying #Russian war against #Ukraine.

SIGN IT NOW: petycjeonline.com/apel_do_premie…

#Poland #SanctionRussiaNow #sanctions #StopPutinNOW #StopRussia #sanctions #border #StandWithUkraine #StopTheWar #StopPutin"	{'neg': 0.177, 'neu': 0.736, 'pos': 0.087, 'compound': -0.5106}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
@stephanboc @homeoffice_ukvi @pritipatel @Zendesk Why is it there though? It’s very triggering for the Ukrainians that receive emails from them	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
@PeterTrapino @koh_kb @dieterjamesguy @Steve_Laws_ No, I’m pretty sure it just doesn’t exist. I’ve looked through every one of Zelenskyy’s videos and I cannot see evidence of green screen in any. People are acting like it’s a given that there’s a green screen used, but no one can actually produce a video with a green screen.	{'neg': 0.047, 'neu': 0.86, 'pos': 0.093, 'compound': 0.1779}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
Hello world, this is my new twitter account.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
🇪🇺, @OECD, @IEA should review plans for the use of gas as a transitional fuel - taking diversification and energy security into account. Enable substitution of gas by other sources, for example with green hydrogen ASAP practically possible @USOECD @SecGranholm @StefanishynaO	{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.5423}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
@NMatynka I mean, I feel like they deserve a chance to try. If they fail - not our problem.	{'neg': 0.139, 'neu': 0.594, 'pos': 0.268, 'compound': 0.3089}
"😓 Russian shelling hit a residential building in #Mykolaiv region, killing 2 people, reports the State Emergency Service

#StandWithUkraine #StopRussianAgression
#NoWar #UkraineUnderAttack #StopPutin https://t.co/LpmLfL8DSj"	{'neg': 0.29, 'neu': 0.71, 'pos': 0.0, 'compound': -0.8689}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
@MaximEristavi I have several classmates at my institute who wanted to leave the country after graduation but now most of them wish to stay afterward.	{'neg': 0.039, 'neu': 0.82, 'pos': 0.141, 'compound': 0.5921}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
"Metropolitan Ioseb of Shemokmedi (Patriarchate of Georgia) has condemned the “Holy Russia” ideology as heresy in light of Russia’s invasion of Ukraine. 
orthodoxtimes.com/metropolitan-o…"	{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.4404}
"A month has passed. 

Would change weird to stupid. 

Cruel was an understatement. twitter.com/gkates/status/…"	{'neg': 0.447, 'neu': 0.553, 'pos': 0.0, 'compound': -0.836}
"Good morning, this is Kyiv calling.

They said Kyiv would fall in 48 hours, today we hear news of Ukrainian counteroffensives liberating territory across the Oblast. Not only do its defences hold, but Kyiv is still fighting back.

We are still here.

We … twitter.com/nbahhanbahob/s…"	{'neg': 0.09, 'neu': 0.87, 'pos': 0.04, 'compound': -0.34}
@xm039 @PirateStyle7 @spectatorindex no, it's stalemate at best for russia	{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
"@KKhattakk @georgegalloway These people who are tied to the trees are crooks, the looters. 
What do you suggest to do with them if all the police units are busy due to war?
Back in WW2 in the UK, for instance, these criminals would just get shot. Is it any better?"	{'neg': 0.138, 'neu': 0.812, 'pos': 0.05, 'compound': -0.7236}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
@BuddNicholas @homeoffice_ukvi @pritipatel This is why it’s strange that they’re using that for their email account	{'neg': 0.107, 'neu': 0.893, 'pos': 0.0, 'compound': -0.2023}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
	{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
@TsybulskaLiubov With these incredibly brave Ukrainian people, we will together rebuild and we will all together celebrate the victory against this brutal fascism! I am %100 confident that Ukraine will prevail! Free and strong people always win against a army of slaves! 🇺🇦🇺🇦🇺🇦	{'neg': 0.078, 'neu': 0.574, 'pos': 0.349, 'compound': 0.9516}
@Liveuamap And if they just do not want to pay in any rubles / dollars? As he did with their planes.	{'neg': 0.057, 'neu': 0.883, 'pos': 0.06, 'compound': 0.0191}
"Mariupol now. A former beautiful city of 450,000 people who lived in peace before the arrival of the Russian army. Russians will have to answer for everything
#RussianWarCrimes https://t.co/9kFsxLwGvD"	{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.8126}
